ID;Failure;Total Time (ms);Time Filtering (ms);Timed Out;Restarts Count;Time Restarting (ms);Query;Input Shapes;Output Shapes
11;success;82;69;false;0;0;CONSTRUCT { ?v1 :p3 ?v1 . ?v1 :p2 ?v1 . ?v1 :p4 ?v1 . ?v1 a :C1 . ?v1 :p1 ?v1 } WHERE { ?v1 a :C1 };;∃:p4.shar:T ⊑ ∃:p3.:C1,∃:p3.shar:T ⊑ ∃-:p3.:C1,∃-:p3.shar:T ⊑ :C1,∃:p1.shar:T ⊑ ∃:p3.:C1,:C1 ⊑ ∃-:p3.:C1,∃-:p4.shar:T ⊑ ∃:p4.:C1,∃-:p3.shar:T ⊑ ∃:p3.:C1,∃:p4.shar:T ⊑ ∃-:p1.:C1,∃-:p2.shar:T ⊑ ∀:p1.:C1,∃:p3.shar:T ⊑ ∃:p1.:C1,∃-:p4.shar:T ⊑ ∀:p1.:C1,∃:p3.shar:T ⊑ ∀-:p1.:C1,∃-:p3.shar:T ⊑ ∃:p2.:C1,∃-:p1.shar:T ⊑ ∃-:p3.:C1,∃:p3.shar:T ⊑ ∃-:p1.:C1,∃:p2.shar:T ⊑ ∃-:p2.:C1,∃:p4.shar:T ⊑ ∃:p4.:C1,∃:p3.shar:T ⊑ ∀-:p3.:C1,∃-:p1.shar:T ⊑ :C1,∃-:p1.shar:T ⊑ ∃-:p2.:C1,∃:p4.shar:T ⊑ ∃-:p3.:C1,:C1 ⊑ ∃:p3.:C1,∃:p2.shar:T ⊑ ∃:p4.:C1,∃-:p1.shar:T ⊑ ∀:p4.:C1,∃:p1.shar:T ⊑ ∃:p4.:C1,∃-:p1.shar:T ⊑ ∀:p1.:C1,∃:p3.shar:T ⊑ ∃:p3.:C1,∃-:p2.shar:T ⊑ ∀:p4.:C1,∃-:p4.shar:T ⊑ ∃-:p4.:C1,∃:p2.shar:T ⊑ :C1,∃-:p1.shar:T ⊑ ∃:p2.:C1,∃-:p4.shar:T ⊑ :C1,∃:p1.shar:T ⊑ ∀-:p4.:C1,∃:p2.shar:T ⊑ ∃-:p3.:C1,∃-:p4.shar:T ⊑ ∃-:p3.:C1,∃:p1.shar:T ⊑ ∃-:p3.:C1,∃:p3.shar:T ⊑ ∃:p4.:C1,∃:p4.shar:T ⊑ ∃-:p2.:C1,∃:p2.shar:T ⊑ ∃-:p1.:C1,∃-:p3.shar:T ⊑ ∀:p1.:C1,∃-:p2.shar:T ⊑ ∃-:p2.:C1,∃-:p1.shar:T ⊑ ∃:p1.:C1,∃:p4.shar:T ⊑ ∃:p2.:C1,∃:p1.shar:T ⊑ ∀-:p1.:C1,∃-:p4.shar:T ⊑ ∀:p4.:C1,∃-:p1.shar:T ⊑ ∀:p3.:C1,∃-:p2.shar:T ⊑ ∀:p2.:C1,∃-:p2.shar:T ⊑ ∃:p4.:C1,∃:p3.shar:T ⊑ ∀-:p2.:C1,∃:p3.shar:T ⊑ ∃:p2.:C1,∃-:p2.shar:T ⊑ :C1,∃:p1.shar:T ⊑ ∀-:p2.:C1,:C1 ⊑ ∃:p1.:C1,∃-:p3.shar:T ⊑ ∀:p3.:C1,∃:p4.shar:T ⊑ :C1,∃:p4.shar:T ⊑ ∀-:p3.:C1,∃-:p4.shar:T ⊑ ∃:p1.:C1,∃:p4.shar:T ⊑ ∃:p1.:C1,∃-:p4.shar:T ⊑ ∃-:p2.:C1,∃-:p1.shar:T ⊑ ∃-:p1.:C1,∃:p4.shar:T ⊑ ∃-:p4.:C1,∃-:p4.shar:T ⊑ ∀:p2.:C1,∃:p2.shar:T ⊑ ∀-:p3.:C1,∃:p2.shar:T ⊑ ∃-:p4.:C1,:C1 ⊑ ∃-:p2.:C1,:C1 ⊑ ∃:p2.:C1,∃-:p1.shar:T ⊑ ∃-:p4.:C1,∃:p3.shar:T ⊑ :C1,∃-:p3.shar:T ⊑ ∃:p4.:C1,∃:p3.shar:T ⊑ ∃-:p2.:C1,∃:p2.shar:T ⊑ ∀-:p1.:C1,∃-:p1.shar:T ⊑ ∀:p2.:C1,∃:p1.shar:T ⊑ ∃-:p1.:C1,∃-:p2.shar:T ⊑ ∃:p3.:C1,∃:p3.shar:T ⊑ ∀-:p4.:C1,∃-:p2.shar:T ⊑ ∃:p1.:C1,∃:p4.shar:T ⊑ ∀-:p2.:C1,∃-:p1.shar:T ⊑ ∃:p3.:C1,∃-:p2.shar:T ⊑ ∃-:p1.:C1,:C1 ⊑ ∃:p4.:C1,∃-:p3.shar:T ⊑ ∃-:p1.:C1,∃-:p3.shar:T ⊑ ∃-:p2.:C1,∃:p1.shar:T ⊑ :C1,∃-:p3.shar:T ⊑ ∀:p4.:C1,∃-:p4.shar:T ⊑ ∃-:p1.:C1,∃:p2.shar:T ⊑ ∀-:p2.:C1,∃-:p2.shar:T ⊑ ∃:p2.:C1,∃:p4.shar:T ⊑ ∀-:p1.:C1,∃-:p3.shar:T ⊑ ∃-:p3.:C1,∃-:p2.shar:T ⊑ ∃-:p4.:C1,:C1 ⊑ ∃-:p4.:C1,:C1 ⊑ ∃-:p1.:C1,∃-:p4.shar:T ⊑ ∃:p3.:C1,∃:p1.shar:T ⊑ ∀-:p3.:C1,∃-:p3.shar:T ⊑ ∃:p1.:C1,∃-:p1.shar:T ⊑ ∃:p4.:C1,∃-:p4.shar:T ⊑ ∃:p2.:C1,∃:p2.shar:T ⊑ ∃:p2.:C1,∃:p2.shar:T ⊑ ∀-:p4.:C1,∃-:p3.shar:T ⊑ ∃-:p4.:C1,∃:p3.shar:T ⊑ ∃-:p4.:C1,∃:p1.shar:T ⊑ ∃-:p4.:C1,∃:p4.shar:T ⊑ ∀-:p4.:C1,∃-:p2.shar:T ⊑ ∀:p3.:C1,∃:p1.shar:T ⊑ ∃:p2.:C1,∃-:p2.shar:T ⊑ ∃-:p3.:C1,∃:p2.shar:T ⊑ ∃:p3.:C1,∃:p1.shar:T ⊑ ∃:p1.:C1,∃-:p4.shar:T ⊑ ∀:p3.:C1,∃:p2.shar:T ⊑ ∃:p1.:C1,∃-:p3.shar:T ⊑ ∀:p2.:C1,∃:p1.shar:T ⊑ ∃-:p2.:C1
12;success;198;180;false;0;0;CONSTRUCT { ?v1 a :C1 . ?v1 :p2 ?v2 . ?v2 :p3 ?v1 . ?v1 :p1 ?v2 . ?v1 :p4 ?v2 . ?v1 a :C2 } WHERE { ?v1 :p1 ?v2 };;∃-:p4.shar:T ⊑ ∀:p3.:C2,∃:p3.shar:T ⊑ ∃-:p1.:C1,∃-:p1.shar:T ⊑ ∃-:p2.:C1,∃:p1.shar:T ⊑ ∀-:p4.:C1,∃-:p2.shar:T ⊑ ∃-:p2.:C1,∃:p3.shar:T ⊑ ∀-:p2.:C1,∃:p4.shar:T ⊑ :C2,∃:p4.shar:T ⊑ ∀-:p1.:C2,∃-:p4.shar:T ⊑ ∃:p3.:C2,∃-:p2.shar:T ⊑ ∃-:p4.:C2,∃-:p4.shar:T ⊑ ∃-:p4.:C2,∃:p3.shar:T ⊑ ∃:p3.:C2,∃:p3.shar:T ⊑ ∀-:p4.:C2,∃-:p3.shar:T ⊑ :C2,∃:p3.shar:T ⊑ ∀-:p1.:C1,∃:p1.shar:T ⊑ ∀-:p1.:C2,∃-:p2.shar:T ⊑ ∃-:p2.:C2,∃:p2.shar:T ⊑ :C1,∃:p3.shar:T ⊑ ∃:p3.:C1,∃-:p4.shar:T ⊑ ∃-:p2.:C2,∃-:p4.shar:T ⊑ ∃-:p4.:C1,∃:p1.shar:T ⊑ ∀-:p1.:C1,∃-:p1.shar:T ⊑ ∀:p3.:C1,∃:p3.shar:T ⊑ ∃-:p2.:C2,∃:p4.shar:T ⊑ ∀-:p2.:C2,∃:p1.shar:T ⊑ ∀-:p2.:C1,∃-:p2.shar:T ⊑ ∀:p3.:C2,∃-:p1.shar:T ⊑ ∃-:p2.:C2,∃-:p3.shar:T ⊑ ∀:p3.:C1,∃:p2.shar:T ⊑ ∀-:p2.:C2,∃:p4.shar:T ⊑ :C1,∃-:p4.shar:T ⊑ ∃-:p2.:C1,∃-:p1.shar:T ⊑ ∃-:p1.:C1,∃:p3.shar:T ⊑ ∀-:p2.:C2,∃-:p2.shar:T ⊑ ∃-:p1.:C2,∃-:p1.shar:T ⊑ ∃-:p4.:C1,∃:p2.shar:T ⊑ ∀-:p4.:C2,∃-:p2.shar:T ⊑ ∃:p3.:C1,∃-:p4.shar:T ⊑ ∃-:p1.:C2,∃:p3.shar:T ⊑ ∃-:p2.:C1,∃:p2.shar:T ⊑ ∀-:p1.:C1,∃:p3.shar:T ⊑ ∀-:p1.:C2,∃:p3.shar:T ⊑ ∀-:p4.:C1,∃:p4.shar:T ⊑ ∀-:p4.:C2,∃:p4.shar:T ⊑ ∀-:p2.:C1,∃-:p1.shar:T ⊑ ∃:p3.:C1,∃-:p2.shar:T ⊑ ∃-:p1.:C1,∃:p1.shar:T ⊑ ∀-:p4.:C2,∃:p1.shar:T ⊑ :C1,∃-:p4.shar:T ⊑ ∃-:p1.:C1,∃:p2.shar:T ⊑ ∀-:p2.:C1,∃:p4.shar:T ⊑ ∀-:p1.:C1,∃-:p2.shar:T ⊑ ∃-:p4.:C1,∃-:p4.shar:T ⊑ ∃:p3.:C1,∃-:p1.shar:T ⊑ ∀:p3.:C2,∃-:p2.shar:T ⊑ ∃:p3.:C2,∃:p3.shar:T ⊑ ∃-:p4.:C2,∃:p2.shar:T ⊑ ∀-:p1.:C2,:C2 ⊑ :C1,∃:p2.shar:T ⊑ ∀-:p4.:C1,∃:p1.shar:T ⊑ ∀-:p2.:C2,:C1 ⊑ :C2,∃:p3.shar:T ⊑ ∃-:p4.:C1,∃:p3.shar:T ⊑ ∃-:p1.:C2,∃:p4.shar:T ⊑ ∀-:p4.:C1,∃-:p2.shar:T ⊑ ∀:p3.:C1,∃-:p1.shar:T ⊑ ∃-:p4.:C2,∃-:p3.shar:T ⊑ :C1,∃-:p4.shar:T ⊑ ∀:p3.:C1,∃:p1.shar:T ⊑ :C2,∃-:p1.shar:T ⊑ ∃:p3.:C2,∃-:p3.shar:T ⊑ ∀:p3.:C2,∃:p2.shar:T ⊑ :C2,∃-:p1.shar:T ⊑ ∃-:p1.:C2
13;success;78;66;false;0;0;CONSTRUCT { ?v1 :p1 ?v1 . ?v1 a :C3 . ?v1 :p3 ?v1 . ?v1 :p2 ?v1 . ?v1 a :C2 } WHERE { ?v1 a :C1 };;∃:p3.shar:T ⊑ ∃-:p2.:C2,∃-:p2.shar:T ⊑ ∃:p3.:C2,:C3 ⊑ ∃-:p1.:C3,∃:p2.shar:T ⊑ ∀-:p1.:C3,∃-:p3.shar:T ⊑ ∀:p3.:C3,:C2 ⊑ ∃-:p3.:C3,∃:p3.shar:T ⊑ ∃-:p3.:C2,∃:p3.shar:T ⊑ ∃:p3.:C2,∃-:p3.shar:T ⊑ ∃-:p2.:C2,∃:p2.shar:T ⊑ ∃:p1.:C2,∃-:p1.shar:T ⊑ ∀:p1.:C2,∃:p2.shar:T ⊑ ∃-:p1.:C2,∃:p1.shar:T ⊑ ∀-:p2.:C3,∃:p1.shar:T ⊑ ∃:p2.:C2,∃:p1.shar:T ⊑ ∃-:p3.:C2,∃:p1.shar:T ⊑ ∀-:p1.:C2,∃:p2.shar:T ⊑ ∃:p2.:C2,∃-:p3.shar:T ⊑ :C2,∃-:p3.shar:T ⊑ ∀:p1.:C2,:C2 ⊑ ∃:p2.:C3,∃-:p2.shar:T ⊑ ∃-:p2.:C2,∃:p1.shar:T ⊑ ∃:p1.:C2,∃-:p1.shar:T ⊑ ∃-:p1.:C3,∃-:p2.shar:T ⊑ :C2,∃:p1.shar:T ⊑ ∃-:p2.:C2,∃:p3.shar:T ⊑ ∃:p1.:C2,∃:p1.shar:T ⊑ ∀-:p1.:C3,∃-:p2.shar:T ⊑ ∀:p2.:C2,∃:p2.shar:T ⊑ ∀-:p3.:C2,:C3 ⊑ ∃-:p3.:C3,∃:p3.shar:T ⊑ ∃:p2.:C2,∃-:p2.shar:T ⊑ ∀:p1.:C2,∃:p3.shar:T ⊑ :C3,:C2 ⊑ ∃-:p3.:C2,∃-:p1.shar:T ⊑ ∀:p1.:C3,:C2 ⊑ ∃:p3.:C3,∃:p3.shar:T ⊑ ∃-:p2.:C3,∃:p1.shar:T ⊑ ∃:p3.:C2,∃:p3.shar:T ⊑ ∃:p3.:C3,∃-:p2.shar:T ⊑ ∃-:p2.:C3,∃-:p1.shar:T ⊑ ∃:p1.:C3,∃-:p1.shar:T ⊑ ∃:p3.:C3,∃-:p2.shar:T ⊑ ∀:p3.:C3,:C3 ⊑ ∃:p2.:C2,:C2 ⊑ ∃:p3.:C2,∃:p2.shar:T ⊑ ∃:p2.:C3,:C2 ⊑ :C3,∃:p3.shar:T ⊑ ∀-:p3.:C3,∃:p1.shar:T ⊑ ∀-:p3.:C3,:C3 ⊑ ∃-:p1.:C2,∃:p1.shar:T ⊑ ∃:p3.:C3,∃-:p3.shar:T ⊑ ∃-:p1.:C3,∃:p2.shar:T ⊑ ∃:p1.:C3,∃-:p3.shar:T ⊑ ∀:p2.:C3,∃:p1.shar:T ⊑ ∃:p2.:C3,:C3 ⊑ ∃:p1.:C3,:C3 ⊑ ∃-:p2.:C2,∃-:p2.shar:T ⊑ ∃-:p1.:C3,∃:p2.shar:T ⊑ ∃-:p2.:C2,∃-:p3.shar:T ⊑ :C3,∃:p1.shar:T ⊑ ∃-:p2.:C3,∃:p3.shar:T ⊑ ∃-:p3.:C3,∃-:p1.shar:T ⊑ ∃-:p3.:C2,∃:p1.shar:T ⊑ ∃:p1.:C3,∃-:p3.shar:T ⊑ ∃-:p3.:C3,∃-:p1.shar:T ⊑ ∀:p2.:C3,∃-:p3.shar:T ⊑ ∃:p1.:C3,∃-:p2.shar:T ⊑ ∃:p1.:C3,∃-:p2.shar:T ⊑ ∀:p3.:C2,∃-:p3.shar:T ⊑ ∃:p2.:C2,∃-:p2.shar:T ⊑ ∃:p3.:C3,∃-:p1.shar:T ⊑ ∃-:p2.:C2,:C3 ⊑ ∃-:p2.:C3,∃:p3.shar:T ⊑ ∃:p1.:C3,∃-:p2.shar:T ⊑ ∃-:p3.:C3,∃-:p3.shar:T ⊑ ∃-:p2.:C3,∃:p2.shar:T ⊑ ∀-:p2.:C2,:C2 ⊑ ∃:p1.:C3,:C3 ⊑ :C2,∃:p1.shar:T ⊑ ∀-:p3.:C2,∃-:p3.shar:T ⊑ ∃-:p3.:C2,∃-:p3.shar:T ⊑ ∃:p1.:C2,∃-:p1.shar:T ⊑ ∀:p3.:C3,∃:p3.shar:T ⊑ ∀-:p2.:C2,:C2 ⊑ ∃-:p1.:C3,∃:p2.shar:T ⊑ ∃:p3.:C3,∃-:p1.shar:T ⊑ ∃:p2.:C2,:C3 ⊑ ∃:p2.:C3,:C3 ⊑ ∃:p3.:C3,∃-:p2.shar:T ⊑ ∃-:p1.:C2,:C2 ⊑ ∃-:p2.:C3,:C3 ⊑ ∃-:p3.:C2,∃:p2.shar:T ⊑ ∃-:p2.:C3,∃:p2.shar:T ⊑ ∃-:p3.:C2,∃-:p1.shar:T ⊑ ∀:p2.:C2,∃:p3.shar:T ⊑ ∀-:p1.:C2,∃-:p1.shar:T ⊑ ∃-:p3.:C3,∃-:p3.shar:T ⊑ ∃:p3.:C2,:C2 ⊑ ∃-:p1.:C2,∃:p3.shar:T ⊑ ∃-:p1.:C3,∃-:p1.shar:T ⊑ ∃-:p2.:C3,∃-:p3.shar:T ⊑ ∀:p2.:C2,∃:p2.shar:T ⊑ ∃:p3.:C2,∃-:p1.shar:T ⊑ ∃:p1.:C2,∃-:p2.shar:T ⊑ ∃-:p3.:C2,∃-:p2.shar:T ⊑ ∃:p2.:C3,:C2 ⊑ ∃:p1.:C2,∃-:p1.shar:T ⊑ :C3,∃-:p3.shar:T ⊑ ∀:p1.:C3,∃:p1.shar:T ⊑ :C3,∃:p1.shar:T ⊑ ∃-:p1.:C2,∃-:p2.shar:T ⊑ :C3,∃:p2.shar:T ⊑ ∀-:p2.:C3,∃:p2.shar:T ⊑ :C3,:C2 ⊑ ∃:p2.:C2,∃-:p1.shar:T ⊑ ∀:p3.:C2,∃-:p2.shar:T ⊑ ∀:p1.:C3,:C3 ⊑ ∃:p3.:C2,∃:p2.shar:T ⊑ ∀-:p1.:C2,∃:p1.shar:T ⊑ ∀-:p2.:C2,∃-:p1.shar:T ⊑ ∃:p2.:C3,:C2 ⊑ ∃-:p2.:C2,∃:p2.shar:T ⊑ ∃-:p3.:C3,∃:p3.shar:T ⊑ ∃:p2.:C3,∃:p3.shar:T ⊑ ∃-:p1.:C2,∃-:p2.shar:T ⊑ ∀:p2.:C3,∃:p3.shar:T ⊑ :C2,∃-:p2.shar:T ⊑ ∃:p1.:C2,∃:p1.shar:T ⊑ ∃-:p3.:C3,∃-:p3.shar:T ⊑ ∃:p3.:C3,∃:p2.shar:T ⊑ ∀-:p3.:C3,:C3 ⊑ ∃:p1.:C2,∃:p1.shar:T ⊑ ∃-:p1.:C3,∃:p3.shar:T ⊑ ∀-:p3.:C2,∃-:p3.shar:T ⊑ ∃:p2.:C3,∃-:p2.shar:T ⊑ ∃:p2.:C2,∃:p3.shar:T ⊑ ∀-:p1.:C3,∃:p1.shar:T ⊑ :C2,∃-:p1.shar:T ⊑ ∃:p3.:C2,∃-:p1.shar:T ⊑ :C2,∃-:p3.shar:T ⊑ ∀:p3.:C2,∃:p2.shar:T ⊑ :C2,∃-:p3.shar:T ⊑ ∃-:p1.:C2,∃:p3.shar:T ⊑ ∀-:p2.:C3,∃-:p1.shar:T ⊑ ∃-:p1.:C2,∃:p2.shar:T ⊑ ∃-:p1.:C3
14;success;44;34;false;0;0;CONSTRUCT { ?v1 :p1 ?v1 . ?v1 :p2 ?v1 . ?v1 :p3 ?v1 . ?v1 a :C1 } WHERE { ?v1 a :C1 };;∃-:p3.shar:T ⊑ ∃:p3.:C1,∃-:p1.shar:T ⊑ ∀:p1.:C1,∃:p2.shar:T ⊑ ∃-:p3.:C1,∃-:p2.shar:T ⊑ ∃-:p1.:C1,∃:p1.shar:T ⊑ :C1,∃:p3.shar:T ⊑ ∃-:p3.:C1,∃:p2.shar:T ⊑ ∃:p2.:C1,∃-:p3.shar:T ⊑ :C1,∃:p1.shar:T ⊑ ∃:p3.:C1,:C1 ⊑ ∃-:p3.:C1,∃-:p2.shar:T ⊑ ∀:p1.:C1,∃:p3.shar:T ⊑ ∃:p1.:C1,∃:p3.shar:T ⊑ ∀-:p1.:C1,∃-:p3.shar:T ⊑ ∃:p2.:C1,∃-:p1.shar:T ⊑ ∃-:p3.:C1,∃:p3.shar:T ⊑ ∃-:p1.:C1,∃:p2.shar:T ⊑ ∃-:p2.:C1,∃:p3.shar:T ⊑ ∀-:p3.:C1,∃-:p1.shar:T ⊑ :C1,∃-:p1.shar:T ⊑ ∃-:p2.:C1,:C1 ⊑ ∃:p3.:C1,∃:p3.shar:T ⊑ ∃:p3.:C1,∃:p2.shar:T ⊑ :C1,∃-:p1.shar:T ⊑ ∃:p2.:C1,∃:p1.shar:T ⊑ ∃-:p3.:C1,∃:p2.shar:T ⊑ ∃-:p1.:C1,∃-:p3.shar:T ⊑ ∀:p1.:C1,∃-:p2.shar:T ⊑ ∃-:p2.:C1,∃-:p1.shar:T ⊑ ∃:p1.:C1,∃:p1.shar:T ⊑ ∀-:p1.:C1,∃-:p1.shar:T ⊑ ∀:p3.:C1,∃-:p2.shar:T ⊑ ∀:p2.:C1,∃:p3.shar:T ⊑ ∀-:p2.:C1,∃:p3.shar:T ⊑ ∃:p2.:C1,∃-:p2.shar:T ⊑ :C1,∃:p1.shar:T ⊑ ∀-:p2.:C1,:C1 ⊑ ∃:p1.:C1,∃-:p3.shar:T ⊑ ∀:p3.:C1,∃:p2.shar:T ⊑ ∀-:p3.:C1,∃-:p1.shar:T ⊑ ∃-:p1.:C1,:C1 ⊑ ∃-:p2.:C1,:C1 ⊑ ∃:p2.:C1,∃:p3.shar:T ⊑ :C1,∃:p3.shar:T ⊑ ∃-:p2.:C1,∃:p2.shar:T ⊑ ∀-:p1.:C1,∃-:p1.shar:T ⊑ ∀:p2.:C1,∃:p1.shar:T ⊑ ∃-:p1.:C1,∃-:p2.shar:T ⊑ ∃:p3.:C1,∃-:p2.shar:T ⊑ ∃:p1.:C1,∃-:p1.shar:T ⊑ ∃:p3.:C1,∃-:p3.shar:T ⊑ ∃-:p1.:C1,∃-:p3.shar:T ⊑ ∃-:p2.:C1,∃:p2.shar:T ⊑ ∀-:p2.:C1,∃-:p2.shar:T ⊑ ∃:p2.:C1,∃-:p3.shar:T ⊑ ∃-:p3.:C1,:C1 ⊑ ∃-:p1.:C1,∃:p1.shar:T ⊑ ∀-:p3.:C1,∃-:p3.shar:T ⊑ ∃:p1.:C1,∃-:p2.shar:T ⊑ ∀:p3.:C1,∃:p1.shar:T ⊑ ∃:p2.:C1,∃-:p2.shar:T ⊑ ∃-:p3.:C1,∃:p2.shar:T ⊑ ∃:p3.:C1,∃:p1.shar:T ⊑ ∃:p1.:C1,∃:p2.shar:T ⊑ ∃:p1.:C1,∃-:p3.shar:T ⊑ ∀:p2.:C1,∃:p1.shar:T ⊑ ∃-:p2.:C1
