ID;Fail;Total (ms);Filtering (ms);Timeout;Restarts;Restarting (ms);Query;In;Candidates;Out
1;success;93;79;false;0;0;CONSTRUCT { :a2 a :C10 . ?v1 a :C11 . ?v2 a :C9 . ?v4 a :C12 . ?v4 :p1 ?v3 } WHERE { ?v5 a :C6 . ?v1 :p1 ?v2 . ?v3 a :C3 . ?v4 a :C5 . ?v1 a :C2 };:C2 ⊑ :C9,:C6 ⊑ :C3,:C2 ⊑ ∃:p1.:C6,:C5 ⊑ ∃:p1.:C5,∃:p1.⊤ ⊑ :C9,:C9 ⊑ :C6,:C6 ⊑ :C11;78;:C11٭٭ ⊑ ∃-:p1٭٭.:C12٭٭,∃:p1٭٭.⊤ ⊑ :C12٭٭,:C12٭٭ ⊑ ∃-:p1٭٭.:C12٭٭,∃-:p1٭٭.⊤ ⊑ ∃-:p1٭٭.:C12٭٭,∃:p1٭٭.⊤ ⊑ ∀-:p1٭٭.:C12٭٭,∃:p1٭٭.⊤ ⊑ ∃-:p1٭٭.:C12٭٭
2;success;75;58;false;0;0;CONSTRUCT { ?v5 a :C2 . ?v7 a :C4 . ?v4 a :C8 . ?v5 a :C7 . ?v2 a :C5 . ?v1 a :C6 . ?v1 :p4 ?v3 } WHERE { ?v6 :p3 ?v1 . ?v5 a :C1 . ?v3 :p2 ?v4 . ?v1 :p1 ?v2 . ?v7 a :C3 };∃-:p1.⊤ ⊑ ∃-:p4.:C3,∃:p1.⊤ ⊑ ∃:p1.:C7,:C3 ⊑ :C5,:C4 ⊑ :C6,:C6 ⊑ :C3;152;∃:p4٭٭.⊤ ⊑ :C6٭٭,:C7٭٭ ⊑ :C2٭٭,:C2٭٭ ⊑ :C7٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p4٭٭.:C6٭٭,∃-:p4٭٭.⊤ ⊑ ∃-:p4٭٭.:C6٭٭
3;success;116;108;false;0;0;CONSTRUCT { ?v4 a :C9 . ?v1 a :C6 . ?v4 :p3 ?v3 . ?v2 :p4 ?v3 . ?v4 a :C7 . ?v2 a :C8 . ?v4 :p2 ?v2 } WHERE { ?v1 a :C1 . ?v1 a :C3 . ?v1 :p1 ?v2 . ?v4 a :C5 . ?v3 a :C2 };∃-:p3.⊤ ⊑ ∀:p4.:C5,∃-:p3.⊤ ⊑ ∀:p3.:C1,∃-:p4.⊤ ⊑ ∃:p2.:C8,:C6 ⊑ :C3,:C3 ⊑ :C6,:C9 ⊑ :C8,:C1 ⊑ :C6;366;:C7٭٭ ⊑ ∃:p2٭٭.:C8٭٭,:C9٭٭ ⊑ :C7٭٭,∃:p3٭٭.⊤ ⊑ ∃:p2٭٭.:C8٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p3٭٭.:C7٭٭,∃:p2٭٭.⊤ ⊑ ∃:p2٭٭.:C8٭٭,∃:p3٭٭.⊤ ⊑ :C7٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p2٭٭.:C9٭٭,∃-:p2٭٭.⊤ ⊑ ∃-:p2٭٭.:C7٭٭,∃:p3٭٭.⊤ ⊑ ∀-:p3٭٭.:C7٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p4٭٭.:C8٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p2٭٭.:C7٭٭,:C8٭٭ ⊑ ∃-:p2٭٭.:C7٭٭,∃:p2٭٭.⊤ ⊑ :C7٭٭,:C7٭٭ ⊑ :C9٭٭,∃:p3٭٭.⊤ ⊑ ∀-:p4٭٭.:C8٭٭,∃-:p2٭٭.⊤ ⊑ :C8٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p2٭٭.:C7٭٭,∃:p3٭٭.⊤ ⊑ ∀-:p2٭٭.:C7٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p3٭٭.:C7٭٭,∃:p3٭٭.⊤ ⊑ :C9٭٭,∃:p3٭٭.⊤ ⊑ ∀-:p2٭٭.:C9٭٭,∃-:p4٭٭.⊤ ⊑ ∃-:p3٭٭.:C7٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p2٭٭.:C9٭٭,∃-:p3٭٭.⊤ ⊑ ∀:p2٭٭.:C8٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p3٭٭.:C9٭٭,∃:p3٭٭.⊤ ⊑ ∀-:p3٭٭.:C9٭٭,∃-:p3٭٭.⊤ ⊑ ∃-:p4٭٭.:C8٭٭,∃:p2٭٭.⊤ ⊑ :C9٭٭,∃:p4٭٭.⊤ ⊑ ∃-:p2٭٭.:C9٭٭,∃:p4٭٭.⊤ ⊑ ∃-:p2٭٭.:C7٭٭,∃-:p4٭٭.⊤ ⊑ ∃-:p4٭٭.:C8٭٭,:C9٭٭ ⊑ ∃:p2٭٭.:C8٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p3٭٭.:C9٭٭,∃-:p4٭٭.⊤ ⊑ ∃-:p3٭٭.:C9٭٭,∃-:p3٭٭.⊤ ⊑ ∃-:p3٭٭.:C7٭٭,∃:p4٭٭.⊤ ⊑ :C8٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p4٭٭.:C8٭٭,∃-:p4٭٭.⊤ ⊑ ∀:p2٭٭.:C8٭٭,:C8٭٭ ⊑ ∃-:p2٭٭.:C9٭٭,∃-:p3٭٭.⊤ ⊑ ∃-:p3٭٭.:C9٭٭,∃-:p2٭٭.⊤ ⊑ ∃-:p2٭٭.:C9٭٭,∃-:p2٭٭.⊤ ⊑ ∀:p2٭٭.:C8٭٭
4;success;61;45;false;0;0;CONSTRUCT { ?v6 :p4 ?v5 . ?v6 a :C5 . ?v3 a :C6 . ?v2 a :C9 . ?v2 a :C10 } WHERE { ?v5 a :C2 . ?v3 a :C1 . ?v1 :p1 ?v2 . ?v2 a :C3 . ?v3 a :C4 . ?v5 :p3 ?v6 };∃:p4.⊤ ⊑ :C6,∃:p1.⊤ ⊑ ∀-:p1.:C5,:C6 ⊑ ∃:p3.:C2,:C5 ⊑ :C2,:C3 ⊑ :C2,:C10 ⊑ :C1;78;∃:p4٭٭.⊤ ⊑ ∀-:p4٭٭.:C5٭٭,:C10٭٭ ⊑ :C9٭٭,∃:p4٭٭.⊤ ⊑ :C5٭٭,∃-:p4٭٭.⊤ ⊑ ∃-:p4٭٭.:C5٭٭,:C9٭٭ ⊑ :C10٭٭
5;success;112;103;false;0;0;CONSTRUCT { ?v3 a :C8 . ?v3 a :C7 . ?v2 :p2 ?v3 . ?v3 :p1 ?v2 . ?v3 a :C6 . ?v2 a :C4 } WHERE { ?v1 a :C1 . ?v1 a :C5 . ?v2 a :C1 . ?v2 a :C3 . ?v3 a :C4 . ?v1 a :C2 };:C4 ⊑ :C7,∃:p1.⊤ ⊑ ∃:p1.:C3,:C2 ⊑ :C7,∃:p2.⊤ ⊑ ∃:p2.:C7,:C5 ⊑ ∃-:p1.:C5;196;∃-:p2٭٭.⊤ ⊑ :C8٭٭,∃-:p1٭٭.⊤ ⊑ ∀:p1٭٭.:C4٭٭,∃:p1٭٭.⊤ ⊑ ∀-:p2٭٭.:C4٭٭,∃:p2٭٭.⊤ ⊑ ∃:p2٭٭.:C7٭٭,∃-:p1٭٭.⊤ ⊑ ∀:p2٭٭.:C7٭٭,∃-:p2٭٭.⊤ ⊑ ∃-:p2٭٭.:C4٭٭,:C8٭٭ ⊑ :C6٭٭,∃:p2٭٭.⊤ ⊑ ∃-:p1٭٭.:C6٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p1٭٭.:C6٭٭,∃-:p1٭٭.⊤ ⊑ ∃-:p1٭٭.:C7٭٭,∃-:p2٭٭.⊤ ⊑ ∃:p1٭٭.:C4٭٭,∃-:p1٭٭.⊤ ⊑ ∃:p2٭٭.:C8٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p1٭٭.:C7٭٭,:C4٭٭ ⊑ ∃-:p1٭٭.:C6٭٭,:C6٭٭ ⊑ :C7٭٭,∃:p1٭٭.⊤ ⊑ ∀-:p1٭٭.:C7٭٭,:C6٭٭ ⊑ :C8٭٭,∃-:p1٭٭.⊤ ⊑ ∃:p2٭٭.:C7٭٭,:C4٭٭ ⊑ ∃:p2٭٭.:C7٭٭,:C4٭٭ ⊑ ∃-:p1٭٭.:C7٭٭,∃:p1٭٭.⊤ ⊑ :C7٭٭,:C7٭٭ ⊑ :C8٭٭,∃-:p1٭٭.⊤ ⊑ ∃-:p1٭٭.:C6٭٭,:C6٭٭ ⊑ ∃-:p2٭٭.:C4٭٭,:C8٭٭ ⊑ ∃:p1٭٭.:C4٭٭,∃:p1٭٭.⊤ ⊑ ∀-:p1٭٭.:C8٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p1٭٭.:C8٭٭,∃-:p1٭٭.⊤ ⊑ ∀:p2٭٭.:C8٭٭,∃:p1٭٭.⊤ ⊑ :C8٭٭,:C7٭٭ ⊑ :C6٭٭,∃-:p1٭٭.⊤ ⊑ :C4٭٭,∃:p1٭٭.⊤ ⊑ ∃-:p2٭٭.:C4٭٭,∃:p2٭٭.⊤ ⊑ ∃:p2٭٭.:C8٭٭,∃:p2٭٭.⊤ ⊑ :C4٭٭,∃:p1٭٭.⊤ ⊑ :C6٭٭,:C4٭٭ ⊑ ∃:p2٭٭.:C6٭٭,∃-:p1٭٭.⊤ ⊑ ∃-:p1٭٭.:C8٭٭,∃:p2٭٭.⊤ ⊑ ∀-:p2٭٭.:C4٭٭,∃:p1٭٭.⊤ ⊑ ∃:p1٭٭.:C4٭٭,:C6٭٭ ⊑ ∃:p1٭٭.:C4٭٭,∃-:p2٭٭.⊤ ⊑ :C6٭٭,∃-:p1٭٭.⊤ ⊑ ∃:p2٭٭.:C6٭٭,∃-:p2٭٭.⊤ ⊑ ∀:p2٭٭.:C7٭٭,:C8٭٭ ⊑ :C7٭٭,∃-:p2٭٭.⊤ ⊑ :C7٭٭,∃:p2٭٭.⊤ ⊑ ∃-:p1٭٭.:C8٭٭,:C7٭٭ ⊑ ∃:p1٭٭.:C4٭٭,:C8٭٭ ⊑ ∃-:p2٭٭.:C4٭٭,∃:p2٭٭.⊤ ⊑ ∃-:p1٭٭.:C7٭٭,∃:p1٭٭.⊤ ⊑ ∀-:p1٭٭.:C6٭٭,∃:p2٭٭.⊤ ⊑ ∃:p2٭٭.:C6٭٭,∃-:p2٭٭.⊤ ⊑ ∀:p1٭٭.:C4٭٭,∃-:p1٭٭.⊤ ⊑ ∀:p2٭٭.:C6٭٭,:C4٭٭ ⊑ ∃-:p1٭٭.:C8٭٭,:C7٭٭ ⊑ ∃-:p2٭٭.:C4٭٭,:C4٭٭ ⊑ ∃:p2٭٭.:C8٭٭,∃-:p2٭٭.⊤ ⊑ ∀:p2٭٭.:C6٭٭,∃-:p2٭٭.⊤ ⊑ ∀:p2٭٭.:C8٭٭
6;success;253;223;false;0;0;CONSTRUCT { ?v7 a :C6 . ?v7 :p5 ?v4 . ?v7 a :C4 . ?v4 :p6 ?v5 . ?v5 a :C5 . ?v3 a :C7 } WHERE { ?v5 a :C2 . ?v3 :p2 ?v2 . ?v2 a :C1 . ?v6 :p4 ?v3 . ?v2 :p3 ?v4 . ?v7 a :C3 };:C7 ⊑ :C4,∃-:p5.⊤ ⊑ ∃-:p3.:C4,:C4 ⊑ :C3,:C3 ⊑ :C2,∃:p4.⊤ ⊑ ∀-:p3.:C6,:C7 ⊑ ∃:p5.:C7,:C5 ⊑ :C3;196;:C6٭٭ ⊑ :C5٭٭,∃-:p6٭٭.⊤ ⊑ :C5٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p5٭٭.:C4٭٭,∃-:p5٭٭.⊤ ⊑ ∃:p6٭٭.:C5٭٭,∃-:p6٭٭.⊤ ⊑ ∀:p6٭٭.:C5٭٭,∃:p6٭٭.⊤ ⊑ ∃-:p5٭٭.:C4٭٭,∃:p6٭٭.⊤ ⊑ ∃:p6٭٭.:C5٭٭,∃:p6٭٭.⊤ ⊑ ∃-:p5٭٭.:C6٭٭,∃:p5٭٭.⊤ ⊑ :C6٭٭,∃:p5٭٭.⊤ ⊑ :C5٭٭,∃:p6٭٭.⊤ ⊑ ∃-:p5٭٭.:C5٭٭,∃:p5٭٭.⊤ ⊑ :C4٭٭,:C6٭٭ ⊑ :C4٭٭,∃-:p5٭٭.⊤ ⊑ ∃-:p5٭٭.:C5٭٭,:C4٭٭ ⊑ :C5٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p5٭٭.:C6٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p5٭٭.:C5٭٭,∃-:p5٭٭.⊤ ⊑ ∃-:p5٭٭.:C4٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p5٭٭.:C5٭٭,:C4٭٭ ⊑ :C6٭٭,∃-:p5٭٭.⊤ ⊑ ∃-:p5٭٭.:C6٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p5٭٭.:C4٭٭,∃-:p5٭٭.⊤ ⊑ ∀:p6٭٭.:C5٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p5٭٭.:C6٭٭
7;success;201;187;false;0;0;CONSTRUCT { ?v1 :p4 :a2 . ?v3 a :C1 . ?v4 a :C2 . ?v3 :p6 ?v4 . ?v3 a :C2 . ?v2 :p5 ?v4 . ?v3 a :C5 } WHERE { ?v1 a :C1 . :a1 a :C4 . ?v2 a :C2 . ?v4 a :C3 . ?v1 :p1 ?v2 . ?v2 :p2 ?v3 . ?v3 :p3 ?v4 };∃:p3.⊤ ⊑ ∀-:p6.:C5,:C2 ⊑ :C3,∃:p1.⊤ ⊑ ∃:p1.:C3,∃-:p6.⊤ ⊑ ∃-:p3.:C5,:C3 ⊑ ∃:p5.:C1,:C2 ⊑ :C1,∃-:p6.⊤ ⊑ ∃:p5.:C4;258;∃-:p5٭٭.⊤ ⊑ ∀:p5٭٭.:C2٭٭,∃-:p4٭٭.⊤ ⊑ ∀:p6٭٭.:C2٭٭,∃-:p5٭٭.⊤ ⊑ :C2٭٭,:C5٭٭ ⊑ :C1٭٭,∃:p6٭٭.⊤ ⊑ :C2٭٭,∃-:p6٭٭.⊤ ⊑ ∀:p5٭٭.:C2٭٭,:C5٭٭ ⊑ ∃:p6٭٭.:C2٭٭,:C1٭٭ ⊑ ∃:p6٭٭.:C2٭٭,∃-:p5٭٭.⊤ ⊑ ∃-:p6٭٭.:C1٭٭,:C1٭٭ ⊑ :C5٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p6٭٭.:C1٭٭,∃:p5٭٭.⊤ ⊑ ∃:p5٭٭.:C2٭٭,∃-:p6٭٭.⊤ ⊑ ∀:p6٭٭.:C2٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p6٭٭.:C1٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p6٭٭.:C2٭٭,∃:p6٭٭.⊤ ⊑ :C5٭٭,∃-:p5٭٭.⊤ ⊑ ∃-:p6٭٭.:C2٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p6٭٭.:C5٭٭,∃-:p6٭٭.⊤ ⊑ ∃-:p6٭٭.:C2٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p6٭٭.:C1٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p6٭٭.:C2٭٭,∃-:p6٭٭.⊤ ⊑ ∃-:p6٭٭.:C5٭٭,∃-:p6٭٭.⊤ ⊑ :C2٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p6٭٭.:C5٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p6٭٭.:C2٭٭,∃:p6٭٭.⊤ ⊑ ∃:p6٭٭.:C2٭٭,:C1٭٭ ⊑ :C2٭٭,∃-:p6٭٭.⊤ ⊑ ∃-:p6٭٭.:C1٭٭,∃-:p5٭٭.⊤ ⊑ ∃-:p6٭٭.:C5٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p6٭٭.:C5٭٭,∃:p6٭٭.⊤ ⊑ :C1٭٭,:C5٭٭ ⊑ :C2٭٭,∃-:p5٭٭.⊤ ⊑ ∀:p6٭٭.:C2٭٭,∃-:p4٭٭.⊤ ⊑ ∀:p5٭٭.:C2٭٭
8;success;103;97;false;0;0;CONSTRUCT { ?v5 :p4 ?v3 . :a1 a :C4 . ?v1 a :C9 . ?v5 :p3 ?v1 . ?v5 a :C7 } WHERE { ?v1 a :C1 . ?v1 :p1 ?v2 . ?v2 a :C3 . ?v3 a :C4 . ?v1 :p2 ?v5 };:C7 ⊑ :C1,∃:p2.⊤ ⊑ ∀-:p1.:C9,:C3 ⊑ :C9,:C9 ⊑ :C4,:C4 ⊑ :C9,:C9 ⊑ :C7,:C4 ⊑ :C1;134;∃-:p3٭٭.⊤ ⊑ ∀:p3٭٭.:C9٭٭,:C7٭٭ ⊑ ∃:p3٭٭.:C9٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p3٭٭.:C7٭٭,∃-:p3٭٭.⊤ ⊑ :C9٭٭,∃-:p4٭٭.⊤ ⊑ ∀:p3٭٭.:C9٭٭,∃:p3٭٭.⊤ ⊑ ∃:p3٭٭.:C9٭٭,∃:p3٭٭.⊤ ⊑ :C7٭٭,∃:p4٭٭.⊤ ⊑ :C7٭٭,∃:p3٭٭.⊤ ⊑ ∀-:p3٭٭.:C7٭٭,∃-:p4٭٭.⊤ ⊑ ∃-:p4٭٭.:C7٭٭,:C9٭٭ ⊑ ∃-:p3٭٭.:C7٭٭,∃:p3٭٭.⊤ ⊑ ∀-:p4٭٭.:C7٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p4٭٭.:C7٭٭,∃-:p3٭٭.⊤ ⊑ ∃-:p3٭٭.:C7٭٭,∃:p4٭٭.⊤ ⊑ ∃:p3٭٭.:C9٭٭
9;success;114;108;false;0;0;CONSTRUCT { ?v4 a :C7 . ?v2 a :C6 . ?v4 a :C8 . :a1 a :C9 . ?v5 :p1 ?v3 . ?v1 a :C5 . :a1 a :C4 } WHERE { ?v1 :p1 ?v3 . ?v4 :p2 ?v5 . ?v3 :p1 ?v1 . ?v1 :p1 ?v2 . ?v2 a :C3 . ?v1 a :C2 . :a1 a :C1 };:C8 ⊑ :C4,:C5 ⊑ :C9,∃:p1.⊤ ⊑ :C7,∃:p2.⊤ ⊑ ∃:p2.:C7,∃:p2.⊤ ⊑ ∃:p1.:C7;152;:C9٭٭ ⊑ :C4٭٭,:C7٭٭ ⊑ :C8٭٭,:C8٭٭ ⊑ :C7٭٭,:C4٭٭ ⊑ :C9٭٭
10;success;107;101;false;0;0;CONSTRUCT { ?v2 a :C4 . ?v3 :p5 ?v5 . ?v2 a :C6 . ?v5 :p4 ?v2 . ?v2 :p6 ?v3 } WHERE { ?v5 a :C1 . :a1 a :C3 . ?v2 :p2 ?v1 . ?v5 a :C2 . ?v3 :p1 ?v4 };∃:p6.⊤ ⊑ ∃:p2.:C1,:C2 ⊑ ∃:p6.:C4,:C1 ⊑ :C3,:C2 ⊑ :C3,:C6 ⊑ ∃:p4.:C4;164;∃:p4٭٭.⊤ ⊑ :C6٭٭,∃-:p5٭٭.⊤ ⊑ ∀:p4٭٭.:C6٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p6٭٭.:C4٭٭,∃-:p6٭٭.⊤ ⊑ ∀:p5٭٭.:C4٭٭,∃-:p6٭٭.⊤ ⊑ ∀:p4٭٭.:C4٭٭,∃-:p4٭٭.⊤ ⊑ ∀:p5٭٭.:C4٭٭,∃-:p4٭٭.⊤ ⊑ ∃-:p4٭٭.:C4٭٭,∃:p5٭٭.⊤ ⊑ ∃-:p6٭٭.:C4٭٭,∃:p5٭٭.⊤ ⊑ ∃:p5٭٭.:C4٭٭,:C6٭٭ ⊑ ∃-:p4٭٭.:C6٭٭,∃-:p6٭٭.⊤ ⊑ ∃-:p6٭٭.:C6٭٭,∃-:p6٭٭.⊤ ⊑ ∃:p5٭٭.:C4٭٭,∃:p5٭٭.⊤ ⊑ ∃-:p6٭٭.:C6٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p6٭٭.:C4٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p4٭٭.:C6٭٭,∃:p4٭٭.⊤ ⊑ ∃:p4٭٭.:C4٭٭,:C4٭٭ ⊑ ∃-:p4٭٭.:C6٭٭,∃-:p5٭٭.⊤ ⊑ ∃-:p4٭٭.:C6٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p6٭٭.:C4٭٭,∃:p4٭٭.⊤ ⊑ ∃-:p4٭٭.:C4٭٭,∃-:p5٭٭.⊤ ⊑ :C4٭٭,:C6٭٭ ⊑ :C4٭٭,:C4٭٭ ⊑ ∃-:p4٭٭.:C4٭٭,∃-:p4٭٭.⊤ ⊑ :C6٭٭,∃-:p4٭٭.⊤ ⊑ ∀:p4٭٭.:C4٭٭,∃:p6٭٭.⊤ ⊑ :C6٭٭,∃-:p5٭٭.⊤ ⊑ ∀:p5٭٭.:C4٭٭,∃-:p5٭٭.⊤ ⊑ ∃:p4٭٭.:C6٭٭,∃-:p5٭٭.⊤ ⊑ ∀:p4٭٭.:C4٭٭,∃:p6٭٭.⊤ ⊑ :C4٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p4٭٭.:C6٭٭,∃:p4٭٭.⊤ ⊑ ∃-:p4٭٭.:C6٭٭,∃:p6٭٭.⊤ ⊑ ∃-:p4٭٭.:C4٭٭,∃-:p6٭٭.⊤ ⊑ ∃-:p6٭٭.:C4٭٭,:C4٭٭ ⊑ :C6٭٭,∃-:p6٭٭.⊤ ⊑ ∃:p5٭٭.:C6٭٭,∃-:p4٭٭.⊤ ⊑ :C4٭٭,∃:p6٭٭.⊤ ⊑ ∃-:p4٭٭.:C6٭٭,∃:p4٭٭.⊤ ⊑ :C4٭٭,∃:p5٭٭.⊤ ⊑ ∃:p5٭٭.:C6٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p6٭٭.:C6٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p4٭٭.:C6٭٭,∃-:p4٭٭.⊤ ⊑ ∀:p5٭٭.:C6٭٭,∃-:p6٭٭.⊤ ⊑ ∀:p5٭٭.:C6٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p6٭٭.:C6٭٭,∃-:p5٭٭.⊤ ⊑ :C6٭٭,∃:p4٭٭.⊤ ⊑ ∀-:p4٭٭.:C4٭٭,∃-:p5٭٭.⊤ ⊑ ∃-:p4٭٭.:C4٭٭,∃:p4٭٭.⊤ ⊑ ∃:p4٭٭.:C6٭٭,∃-:p5٭٭.⊤ ⊑ ∃:p4٭٭.:C4٭٭,:C6٭٭ ⊑ ∃-:p4٭٭.:C4٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p4٭٭.:C4٭٭,∃:p5٭٭.⊤ ⊑ ∀-:p6٭٭.:C6٭٭,∃-:p5٭٭.⊤ ⊑ ∀:p5٭٭.:C6٭٭,∃-:p6٭٭.⊤ ⊑ ∀:p4٭٭.:C6٭٭,∃-:p4٭٭.⊤ ⊑ ∃-:p4٭٭.:C6٭٭,∃-:p4٭٭.⊤ ⊑ ∀:p4٭٭.:C6٭٭,∃:p6٭٭.⊤ ⊑ ∀-:p4٭٭.:C4٭٭
